filename	token	correction	error_type	gold_label	predictions
doc1716.xml	faithfully			c	c
doc1716.xml	,			c	c

doc985.xml	Yours			c	c
doc985.xml	faithfully			c	c
doc985.xml	,			c	c

doc1049.xml	Yours			c	c
doc1049.xml	faithfully			c	c
doc1049.xml	,			c	c

doc579.xml	Dear			c	c
doc579.xml	Mr			c	c
doc579.xml	Robertson			c	c
doc579.xml	,			c	c

doc501.xml	Dear			c	c
doc501.xml	Mr			c	c
doc501.xml	Robertson			c	c
doc501.xml	,			c	c

doc2141.xml	Dear			c	c
doc2141.xml	Mr			c	c
doc2141.xml	Robertson			c	c
doc2141.xml	,			c	c

doc992.xml	Dear			c	c
doc992.xml	Mr			c	c
doc992.xml	Robertson			c	c
doc992.xml	,			c	c

doc579.xml	Yours			c	c
doc579.xml	faithfully	sincerely	RY	c	c

doc2280.xml	Yours			c	c
doc2280.xml	faithfully	sincerely	RY	i	c

doc1959.xml	Yours			c	c
doc1959.xml	faithfully	sincerely	RY	i	c

doc1225.xml	Yours			c	c
doc1225.xml	faithfully			i	c

doc443.xml	Yours			c	c
doc443.xml	faithfully	sincerely	RY	c	c

doc541.xml	Yours			c	c
doc541.xml	faithfully			c	c

doc236.xml	Yours			c	c
doc236.xml	faithfully	sincerely	RY	i	c

doc2302.xml	Yours			c	c
doc2302.xml	faithfully	sincerely	RY	c	c

doc871.xml	Yours			c	c
doc871.xml	faithfully			c	c

doc1189.xml	Yours			c	c
doc1189.xml	faithfully			c	c

doc1295.xml	Dear			c	c
doc1295.xml	Mr			c	c
doc1295.xml	Robertson			c	c

doc1295.xml	I			c	c
doc1295.xml	am			c	c
doc1295.xml	looking			c	c
doc1295.xml	forward			c	c
doc1295.xml	to			c	c
doc1295.xml	hearing			c	c
doc1295.xml	from			c	c
doc1295.xml	you			c	c
doc1295.xml	.			c	c

doc563.xml	I			c	c
doc563.xml	am			c	c
doc563.xml	looking			c	c
doc563.xml	forward			c	c
doc563.xml	to			c	c
doc563.xml	hearing			c	c
doc563.xml	from			c	c
doc563.xml	you			c	c
doc563.xml	.			c	c

doc2541.xml	I			c	c
doc2541.xml	am			c	c
doc2541.xml	looking			c	c
doc2541.xml	forward			c	c
doc2541.xml	to			c	c
doc2541.xml	hearing			c	c
doc2541.xml	from			c	c
doc2541.xml	you			c	c
doc2541.xml	.			c	c

doc1295.xml	Yours			c	c
doc1295.xml	sincerely			c	c

doc501.xml	Yours			c	c
doc501.xml	sincerely			c	c

doc562.xml	Yours			c	c
doc562.xml	sincerely			c	c

doc814.xml	Yours			c	c
doc814.xml	sincerely			c	c

doc254.xml	Yours			c	c
doc254.xml	sincerely			c	c

doc254.xml	Yours			c	c
doc254.xml	sincerely			c	c

doc966.xml	Yours			c	c
doc966.xml	sincerely			c	c

doc198.xml	Yours			c	c
doc198.xml	sincerely			c	c

doc503.xml	Yours			c	c
doc503.xml	sincerely			c	c

doc928.xml	Yours			c	c
doc928.xml	sincerely			c	c

doc909.xml	Yours			c	c
doc909.xml	sincerely			c	c

doc501.xml	Thank			c	c
doc501.xml	you			c	c
doc501.xml	for			c	c
doc501.xml	your			c	c
doc501.xml	attention			c	c
doc501.xml	.			c	c

doc601.xml	I			c	c
doc601.xml	look			c	c
doc601.xml	forward			c	c
doc601.xml	to			c	c
doc601.xml	hearing			c	c
doc601.xml	from			c	c
doc601.xml	you			c	c
doc601.xml	.			c	c

doc992.xml	I			c	c
doc992.xml	look			c	c
doc992.xml	forward			c	c
doc992.xml	to			c	c
doc992.xml	hearing			c	c
doc992.xml	from			c	c
doc992.xml	you			c	c
doc992.xml	.			c	c

doc516.xml	I			c	c
doc516.xml	look			c	c
doc516.xml	forward			c	c
doc516.xml	to			c	c
doc516.xml	hearing			c	c
doc516.xml	from			c	c
doc516.xml	you			c	c
doc516.xml	.			c	c

doc2064.xml	I			c	c
doc2064.xml	look			c	c
doc2064.xml	forward			c	c
doc2064.xml	to			c	c
doc2064.xml	hearing			c	c
doc2064.xml	from			c	c
doc2064.xml	you			c	c
doc2064.xml	.			c	c

doc928.xml	I			c	c
doc928.xml	look			c	c
doc928.xml	forward			c	c
doc928.xml	to			c	c
doc928.xml	hearing			c	c
doc928.xml	from			c	c
doc928.xml	you			c	c
doc928.xml	.			c	c

doc1018.xml	I			c	c
doc1018.xml	look			c	c
doc1018.xml	forward			c	c
doc1018.xml	to			c	c
doc1018.xml	hearing			c	c
doc1018.xml	from			c	c
doc1018.xml	you			c	c
doc1018.xml	.			c	c

doc2508.xml	I			c	c
doc2508.xml	look			c	c
doc2508.xml	forward			c	c
doc2508.xml	to			c	c
doc2508.xml	hearing			c	c
doc2508.xml	from			c	c
doc2508.xml	you			c	c
doc2508.xml	.			c	c

doc2274.xml	I			c	c
doc2274.xml	look			c	c
doc2274.xml	forward			c	c
doc2274.xml	to			c	c
doc2274.xml	hearing			c	c
doc2274.xml	from			c	c
doc2274.xml	you			c	c
doc2274.xml	.			c	c

doc943.xml	I			c	c
doc943.xml	look			c	c
doc943.xml	forward			c	c
doc943.xml	to			c	c
doc943.xml	hearing			c	c
doc943.xml	from			c	c
doc943.xml	you			c	c
doc943.xml	.			c	c

doc2611.xml	I			c	c
doc2611.xml	look			c	c
doc2611.xml	forward			c	c
doc2611.xml	to			c	c
doc2611.xml	hearing			c	c
doc2611.xml	from			c	c
doc2611.xml	you			c	c
doc2611.xml	.			c	c

doc563.xml	Dear			c	c
doc563.xml	Principal			c	c
doc563.xml	,			c	c
doc563.xml	First			c	c
doc563.xml	of			c	c
doc563.xml	all			c	c
doc563.xml	,			c	c
doc563.xml	we			c	c
doc563.xml	would			c	c
doc563.xml	like			c	c
doc563.xml	to			c	c
doc563.xml	thank			c	c
doc563.xml	you			c	c
doc563.xml	for			c	c
doc563.xml	good			i	i
doc563.xml	programme			c	c
doc563.xml	which			c	c
doc563.xml	provides			c	c
doc563.xml	us			c	c
doc563.xml	3			i	i
doc563.xml	days	days'	MP	c	i
doc563.xml	stay			c	i
doc563.xml	in			c	c
doc563.xml	London			c	c
doc563.xml	.			c	c

doc563.xml	It			c	c
doc563.xml	contains			c	c
doc563.xml	a			c	c
doc563.xml	wide			c	c
doc563.xml	range			c	c
doc563.xml	of			c	c
doc563.xml	activities			c	c
doc563.xml	for			c	c
doc563.xml	example			c	c
doc563.xml	,			c	c
doc563.xml	sightseeing			c	c
doc563.xml	,			c	c
doc563.xml	river			i	c
doc563.xml	trip			c	c
doc563.xml	,			c	c
doc563.xml	visiting			c	c
doc563.xml	science			i	i
doc563.xml	museum			c	c
doc563.xml	and			c	c
doc563.xml	gallery			c	c
doc563.xml	,			c	c
doc563.xml	shopping			c	c
doc563.xml	.			c	c

doc563.xml	It			c	c
doc563.xml	is			c	c
doc563.xml	certain			c	c
doc563.xml	that			c	c
doc563.xml	the			c	c
doc563.xml	programme			c	c
doc563.xml	will			c	c
doc563.xml	give			c	c
doc563.xml	the			c	c
doc563.xml	students			c	c
doc563.xml	considerable			c	c
doc563.xml	enjoyment			c	c
doc563.xml	.			c	c

doc563.xml	However			c	c
doc563.xml	,			c	c
doc563.xml	we			c	c
doc563.xml	have			c	c
doc563.xml	found			c	c
doc563.xml	an			c	c
doc563.xml	advertisement			c	c
doc563.xml	for			c	c
doc563.xml	the			c	c
doc563.xml	London			c	c
doc563.xml	Fashion			c	c
doc563.xml	and			c	c
doc563.xml	Leisure			c	c
doc563.xml	show			c	c
doc563.xml	,			c	c
doc563.xml	which			c	c
doc563.xml	will			c	c
doc563.xml	be			c	c
doc563.xml	held			c	c
doc563.xml	at			c	c
doc563.xml	Central			c	i
doc563.xml	Exhibition			c	c
doc563.xml	Hall			c	c
doc563.xml	on			c	c
doc563.xml	14th			c	i
doc563.xml	of			c	c
doc563.xml	March			c	c
doc563.xml	.			c	c

doc563.xml	The			c	c
doc563.xml	advertisement			c	c
doc563.xml	says			c	c
doc563.xml	that			c	c
doc563.xml	the			c	c
doc563.xml	show			c	c
doc563.xml	is			c	c
doc563.xml	full			c	c
doc563.xml	of			c	c
doc563.xml	many			c	c
doc563.xml	interesting			c	c
doc563.xml	programmes			c	c
doc563.xml	,			c	c
doc563.xml	such			c	c
doc563.xml	as			c	c
doc563.xml	the			c	c
doc563.xml	latest			c	c
doc563.xml	fashions			c	c
doc563.xml	,			c	c
doc563.xml	leisure			c	c
doc563.xml	and			c	c
doc563.xml	sports			c	c
doc563.xml	wear			c	c
doc563.xml	,			c	c
doc563.xml	make	make-up	MP	c	c
doc563.xml	up	make-up	MP	c	c
doc563.xml	and			c	c
doc563.xml	hairstyles			c	c
doc563.xml	etc			c	c
doc563.xml	.			c	c

doc563.xml	Moreover			c	c
doc563.xml	,			c	c
doc563.xml	students			c	c
doc563.xml	are			c	c
doc563.xml	allowed			c	c
doc563.xml	to			c	c
doc563.xml	admit	attend	RV	i	c
doc563.xml	for			c	c
doc563.xml	free			c	c
doc563.xml	.			c	c

doc563.xml	All			c	c
doc563.xml	of			c	c
doc563.xml	us			c	c
doc563.xml	would			c	c
doc563.xml	like			c	c
doc563.xml	to			c	c
doc563.xml	attend			c	c
doc563.xml	the			c	c
doc563.xml	show			c	c
doc563.xml	because			c	c
doc563.xml	young			c	c
doc563.xml	people			c	c
doc563.xml	,			c	c
doc563.xml	particularly			c	c
doc563.xml	girls			c	c
doc563.xml	are			c	c
doc563.xml	interested			c	c
doc563.xml	in			c	c
doc563.xml	fashion			c	c
doc563.xml	and			c	c
doc563.xml	make	make-up	MP	c	c
doc563.xml	up	make-up	MP	c	c
doc563.xml	,			c	c
doc563.xml	so			c	c
doc563.xml	we			c	c
doc563.xml	are			c	c
doc563.xml	expecting			c	c
doc563.xml	the			c	c
doc563.xml	show			c	c
doc563.xml	will	to be	FV	i	c
doc563.xml	be	to be	FV	c	c
doc563.xml	the	a	RD	i	c
doc563.xml	great			c	c
doc563.xml	opportunity			c	c
doc563.xml	to			c	c
doc563.xml	see			c	c
doc563.xml	what			c	c
doc563.xml	the			c	c
doc563.xml	new			c	c
doc563.xml	trend	trends	FN	i	c
doc563.xml	in			c	c
doc563.xml	fashion			c	c
doc563.xml	will			c	c
doc563.xml	be			c	c
doc563.xml	like			c	c
doc563.xml	.			c	c

doc563.xml	It			c	i
doc563.xml	would			c	c
doc563.xml	be			c	c
doc563.xml	grateful	great	RJ	i	c
doc563.xml	if			c	c
doc563.xml	you			c	c
doc563.xml	give	gave	TV	i	i
doc563.xml	a			c	c
doc563.xml	little			c	c
doc563.xml	change			c	c
doc563.xml	in			c	c
doc563.xml	programme			i	i
doc563.xml	so			c	c
doc563.xml	that			c	c
doc563.xml	we			c	c
doc563.xml	are			c	c
doc563.xml	able			c	c
doc563.xml	to			c	c
doc563.xml	attend			c	c
doc563.xml	the			c	c
doc563.xml	show			c	c
doc563.xml	.			c	c

doc563.xml	It			c	c
doc563.xml	seems			c	c
doc563.xml	to			c	c
doc563.xml	be			c	c
doc563.xml	good			c	c
doc563.xml	to			c	c
doc563.xml	change			c	c
doc563.xml	the			c	c
doc563.xml	programme			c	c
doc563.xml	of			c	c
doc563.xml	14th			c	c
doc563.xml	into	to	RT	i	i
doc563.xml	the			c	c
doc563.xml	London			c	c
doc563.xml	Fashion			c	c
doc563.xml	and			c	c
doc563.xml	Leisure			c	c
doc563.xml	show			c	c
doc563.xml	,			c	c
doc563.xml	instead			c	c
doc563.xml	of			c	c
doc563.xml	the			c	c
doc563.xml	science			c	c
doc563.xml	museum			c	c
doc563.xml	and			c	c
doc563.xml	shopping			c	c
doc563.xml	.			c	c

doc563.xml	Technical			c	c
doc563.xml	and			c	c
doc563.xml	Warm			c	c
doc563.xml	Home			c	c
doc563.xml	People			c	c
doc563.xml	's			c	c
doc563.xml	way			c	c
doc563.xml	of			c	c
doc563.xml	life			c	c
doc563.xml	has			c	c
doc563.xml	considerably	been changed considerably	W	i	c
doc563.xml	been	been changed considerably	W	i	c
doc563.xml	changed	been changed considerably	W	i	c
doc563.xml	by			c	c
doc563.xml	rapdily	rapidly	S	i	i
doc563.xml	developing			c	c
doc563.xml	mordern	modern	S	i	i
doc563.xml	technology			c	c
doc563.xml	.			c	c

doc563.xml	To			c	c
doc563.xml	begin			c	c
doc563.xml	with			c	c
doc563.xml	,			c	c
doc563.xml	it			c	c
doc563.xml	will			c	c
doc563.xml	be			c	c
doc563.xml	good			c	c
doc563.xml	to			c	c
doc563.xml	look			c	c
doc563.xml	back			c	c
doc563.xml	on			c	c
doc563.xml	how			c	c
doc563.xml	our			c	c
doc563.xml	parents			c	c
doc563.xml	have			c	c
doc563.xml	lived			c	c
doc563.xml	in			c	c
doc563.xml	a			c	c
doc563.xml	house			c	c
doc563.xml	.			c	c

doc563.xml	50			c	c
doc563.xml	years			c	c
doc563.xml	ago			c	c
doc563.xml	,			c	c
doc563.xml	Korean			c	c
doc563.xml	mothers			c	c
doc563.xml	should			c	c
doc563.xml	have			c	c
doc563.xml	made			c	c
doc563.xml	a			c	c
doc563.xml	fire			c	c
doc563.xml	by			c	c
doc563.xml	burning			c	c
doc563.xml	woods	wood	CN	i	i
doc563.xml	to			c	c
doc563.xml	warm			c	c
doc563.xml	a			c	c
doc563.xml	room			c	c
doc563.xml	up			c	c
doc563.xml	and			c	c
doc563.xml	make			c	i
doc563.xml	food			c	c
doc563.xml	.			c	c

doc563.xml	Since			c	c
doc563.xml	the			c	c
doc563.xml	eletric	electric	S	i	i
doc563.xml	fire			c	c
doc563.xml	and			c	c
doc563.xml	microwave			c	c
doc563.xml	oven			c	c
doc563.xml	had			c	c
doc563.xml	been			c	c
doc563.xml	invented			c	c
doc563.xml	,			c	c
doc563.xml	their			c	c
doc563.xml	life	lives	AGN	i	c
doc563.xml	have			c	c
doc563.xml	been			c	c
doc563.xml	far			c	c
doc563.xml	easier			c	c
doc563.xml	than			c	c
doc563.xml	before			c	c
doc563.xml	.			c	c

doc563.xml	Today			c	c
doc563.xml	,			c	c
doc563.xml	however			c	c
doc563.xml	,			c	c
doc563.xml	people			c	c
doc563.xml	do			c	c
doc563.xml	not			c	c
doc563.xml	need			c	c
doc563.xml	to			c	c
doc563.xml	spend			c	c
doc563.xml	many	much	CQ	i	i
doc563.xml	times	time	FN	i	i
doc563.xml	on			c	c
doc563.xml	making			c	c
doc563.xml	food			c	c
doc563.xml	,			c	c
doc563.xml	washing			c	c
doc563.xml	up			c	c
doc563.xml	,			c	c
doc563.xml	or			c	c
doc563.xml	even			c	c
doc563.xml	on			c	c
doc563.xml	turning			c	c
doc563.xml	on	the light on and off	W	i	c
doc563.xml	an	and	SX	i	c
doc563.xml	off			i	i
doc563.xml	the			i	c
doc563.xml	light			i	c
doc563.xml	.			c	c

doc563.xml	Machines			c	c
doc563.xml	,			c	c
doc563.xml	such			c	c
doc563.xml	as			c	c
doc563.xml	a	the	RD	i	c
doc563.xml	dish	dishwasher	RP	i	c
doc563.xml	washer	dishwasher	RP	i	c
doc563.xml	,			c	c
doc563.xml	laundry	washing machine	DN	i	c
doc563.xml	machine	washing machine	DN	c	c
doc563.xml	and			c	c
doc563.xml	remote			c	c
doc563.xml	controller	control	RN	i	c
doc563.xml	help			c	c
doc563.xml	us			c	c
doc563.xml	jut	just	SX	i	i
doc563.xml	to			c	c
doc563.xml	relax			c	c
doc563.xml	or			c	c
doc563.xml	do			c	c
doc563.xml	a			c	c
doc563.xml	little			c	c
doc563.xml	work	necessary work	W	i	c
doc563.xml	necessary	necessary work	W	i	c
doc563.xml	.			c	c

doc563.xml	From	In my opinion	ID	i	c
doc563.xml	my	In my opinion	ID	i	c
doc563.xml	point	In my opinion	ID	i	c
doc563.xml	of	In my opinion	ID	i	c
doc563.xml	view	In my opinion	ID	i	c
doc563.xml	,			c	c
doc563.xml	people			c	c
doc563.xml	's			c	c
doc563.xml	home	homes	FN	i	c
doc563.xml	in			c	c
doc563.xml	the			c	c
doc563.xml	future			c	c
doc563.xml	will			c	c
doc563.xml	be			c	c
doc563.xml	controlled			c	c
doc563.xml	by			c	c
doc563.xml	a			c	c
doc563.xml	computer			c	c
doc563.xml	which			c	c
doc563.xml	is			c	c
doc563.xml	devised	built	RV	i	c
doc563.xml	in	into	RT	i	i
doc563.xml	every			c	c
doc563.xml	machine			c	c
doc563.xml	,			c	c
doc563.xml	TV			c	c
doc563.xml	,			c	c
doc563.xml	cooker			c	c
doc563.xml	and			c	c
doc563.xml	the			c	c
doc563.xml	light			c	c
doc563.xml	,			c	c
doc563.xml	connecting	connected	TV	i	c
doc563.xml	to			c	c
doc563.xml	the			c	c
doc563.xml	owner			c	c
doc563.xml	.			c	c

doc563.xml	He			c	c
doc563.xml	/			c	c
doc563.xml	she			c	c
doc563.xml	can			c	c
doc563.xml	just			c	c
doc563.xml	press			c	c
doc563.xml	the			c	c
doc563.xml	button			c	c
doc563.xml	or			c	c
doc563.xml	send			c	c
doc563.xml	e			c	c
doc563.xml	-			c	c
doc563.xml	mail			c	c
doc563.xml	to			c	c
doc563.xml	operate			c	i
doc563.xml	what			c	c
doc563.xml	he			c	c
doc563.xml	/			c	c
doc563.xml	she			c	c
doc563.xml	needs			c	c
doc563.xml	,			c	c
doc563.xml	even			c	c
doc563.xml	though			c	c
doc563.xml	the			c	c
doc563.xml	owner			c	c
doc563.xml	is			c	c
doc563.xml	far			c	c
doc563.xml	from			c	c
doc563.xml	the			c	c
doc563.xml	house			c	c
doc563.xml	.			c	c

doc563.xml	On			c	c
doc563.xml	the			c	c
doc563.xml	other			c	c
doc563.xml	hand			c	c
doc563.xml	,			c	c
doc563.xml	people			c	c
doc563.xml	will			c	c
doc563.xml	still			c	c
doc563.xml	be			c	c
doc563.xml	living			c	c
doc563.xml	in			c	c
doc563.xml	a			c	c
doc563.xml	building			c	c
doc563.xml	which			c	c
doc563.xml	is			c	c
doc563.xml	constructed			c	c
doc563.xml	for			c	c
doc563.xml	a			c	c
doc563.xml	""""			c	c
doc563.xml	family			c	c
doc563.xml	""""			c	c
doc563.xml	.			c	c

doc563.xml	In			c	c
doc563.xml	spite			c	c
doc563.xml	of			c	c
doc563.xml	the			c	c
doc563.xml	computer			c	c
doc563.xml	,			c	c
doc563.xml	children			c	c
doc563.xml	will			c	c
doc563.xml	need			c	c
doc563.xml	food			c	c
doc563.xml	their			c	c
doc563.xml	mothers			c	c
doc563.xml	make			c	c
doc563.xml	and			c	c
doc563.xml	love			c	c
doc563.xml	expressed			c	c
doc563.xml	not			c	c
doc563.xml	by			c	c
doc563.xml	a			c	c
doc563.xml	computer			c	c
doc563.xml	,			c	c
doc563.xml	but			c	c
doc563.xml	by			c	c
doc563.xml	parents			c	c
doc563.xml	themselves			c	c
doc563.xml	.			c	c

doc563.xml	Computer	A computer	MD	i	i
doc563.xml	might			c	c
doc563.xml	know			c	i
doc563.xml	better	more	RY	i	c
doc563.xml	than			c	c
doc563.xml	human			i	i
doc563.xml	,			c	c
doc563.xml	but			c	c
doc563.xml	there			c	c
doc563.xml	are			c	c
doc563.xml	many			c	c
doc563.xml	things			c	c
doc563.xml	which			c	c
doc563.xml	it			c	c
doc563.xml	can	cannot	RP	c	c
doc563.xml	not	cannot	RP	c	c
doc563.xml	replace			c	c
doc563.xml	in			c	c
doc563.xml	our			c	c
doc563.xml	life			c	c
doc563.xml	.			c	c

doc992.xml	Yours			c	c
doc992.xml	sincerely			c	c
doc992.xml	,			c	c

doc1358.xml	Yours			c	c
doc1358.xml	sincerely			c	c
doc1358.xml	,			c	c

doc1559.xml	Yours			c	c
doc1559.xml	sincerely			c	c
doc1559.xml	,			c	c

doc2672.xml	Yours			c	c
doc2672.xml	sincerely			c	c
doc2672.xml	,			c	c

doc516.xml	Yours			c	c
doc516.xml	sincerely			c	c
doc516.xml	,			c	c

doc258.xml	Yours			c	c
doc258.xml	sincerely			c	c
doc258.xml	,			c	c

doc1850.xml	Yours			c	c
doc1850.xml	sincerely			c	c
doc1850.xml	,			c	c

doc2680.xml	Yours			c	c
doc2680.xml	sincerely			c	c
doc2680.xml	,			c	c

doc2064.xml	Yours			c	c
doc2064.xml	sincerely			c	c
doc2064.xml	,			c	c

doc539.xml	Yours			c	c
doc539.xml	sincerely			c	c
doc539.xml	,			c	c

doc547.xml	Yours			c	c
doc547.xml	sincerely			c	c
doc547.xml	,			c	c

doc1002.xml	Yours			c	c
doc1002.xml	sincerely			c	c
doc1002.xml	,			c	c

doc912.xml	Yours			c	c
doc912.xml	sincerely			c	c
doc912.xml	,			c	c

doc889.xml	Yours			c	c
doc889.xml	sincerely			c	c
doc889.xml	,			c	c

doc1727.xml	Yours			c	c
doc1727.xml	sincerely			c	c
doc1727.xml	,			c	c

doc944.xml	Yours			c	c
doc944.xml	sincerely			c	c
doc944.xml	,			c	c

doc1357.xml	Thank			c	c
doc1357.xml	you			c	c
doc1357.xml	.			c	c

doc1357.xml	It			c	c
doc1357.xml	was			c	c
doc1357.xml	dangerous			c	c
doc1357.xml	,			c	c
doc1357.xml	but			c	c
doc1357.xml	I			c	c
doc1357.xml	knew			c	c
doc1357.xml	I			c	c
doc1357.xml	had			c	c
doc1357.xml	to			c	c
doc1357.xml	do			c	c
doc1357.xml	it			c	c
doc1357.xml	.			c	c

doc562.xml	Firstly			c	c
doc562.xml	,			c	c
doc562.xml	I			c	c
doc562.xml	'm			c	c
doc562.xml	writing			c	c
doc562.xml	to			c	c
doc562.xml	thank			c	c
doc562.xml	you			c	c
doc562.xml	the			i	i
doc562.xml	great			c	c
doc562.xml	opportunity			c	c
doc562.xml	you			c	c
doc562.xml	give	are giving	TV	i	i
doc562.xml	us			c	c
doc562.xml	,			c	c
doc562.xml	especially			c	c
doc562.xml	in			c	i
doc562.xml	planing	planning	IV	i	i
doc562.xml	all			c	c
doc562.xml	this			c	c
doc562.xml	programme			c	c
doc562.xml	in			c	c
doc562.xml	a	such 	W	i	c
doc562.xml	such	such 	W	i	c
doc562.xml	acurate	accurate	S	i	i
doc562.xml	way			c	c
doc562.xml	.			c	c

doc562.xml	I			c	c
doc562.xml	think			c	c
doc562.xml	that			c	c
doc562.xml	this			c	c
doc562.xml	programme			c	c
doc562.xml	has	is	RV	i	c
doc562.xml	a		UD	c	c
doc562.xml	good	well	DY	i	c
doc562.xml	organisation	organised	DJ	i	c
doc562.xml	,			c	c
doc562.xml	as			c	c
doc562.xml	you			c	c
doc562.xml	know			c	c
doc562.xml	,			c	c
doc562.xml	due	because	R	i	c
doc562.xml	to	because	R	i	i
doc562.xml	we			c	c
doc562.xml	have			c	c
doc562.xml	enough			c	c
doc562.xml	time			c	c
doc562.xml	to			c	c
doc562.xml	visit			c	c
doc562.xml	plenty			c	c
doc562.xml	of			c	c
doc562.xml	local			c	c
doc562.xml	interest			c	c
doc562.xml	points			c	c
doc562.xml	.			c	c

doc562.xml	But			c	c
doc562.xml	,		UP	c	c
doc562.xml	I			c	c
doc562.xml	was			c	c
doc562.xml	wondering			c	c
doc562.xml	,			c	c
doc562.xml	like	as	RT	i	c
doc562.xml	a			c	c
doc562.xml	student			c	c
doc562.xml	of			c	i
doc562.xml	this			c	c
doc562.xml	college			c	c
doc562.xml	,			c	c
doc562.xml	if			c	c
doc562.xml	we			c	c
doc562.xml	would	could	RV	i	c
doc562.xml	change			c	c
doc562.xml	part			c	c
doc562.xml	of			c	c
doc562.xml	this			c	c
doc562.xml	programme			c	c
doc562.xml	...			c	c
doc562.xml	we			c	c
doc562.xml	'd			c	c
doc562.xml	like			c	c
doc562.xml	to			c	c
doc562.xml	go			c	c
doc562.xml	to			c	c
doc562.xml	the			c	c
doc562.xml	London			c	c
doc562.xml	Fashion			c	c
doc562.xml	and			c	c
doc562.xml	Leisure			c	c
doc562.xml	Show			c	c
doc562.xml	.			c	c

doc562.xml	It			c	c
doc562.xml	takes			c	c
doc562.xml	place			c	c
doc562.xml	on			c	c
doc562.xml	Tuesday			c	c
doc562.xml	14th			c	c
doc562.xml	and			c	c
doc562.xml	begins			c	c
doc562.xml	at			c	c
doc562.xml	ten			c	c
doc562.xml	o'clock			c	c
doc562.xml	.			c	c

doc562.xml	In			c	c
doc562.xml	this			c	c
doc562.xml	way			c	c
doc562.xml	,			c	c
doc562.xml	we			c	c
doc562.xml	can			c	c
doc562.xml	go			c	c
doc562.xml	to			c	c
doc562.xml	visit			c	c
doc562.xml	the			c	c
doc562.xml	Science			c	c
doc562.xml	Museum			c	c
doc562.xml	earlier			c	c
doc562.xml	in			c	c
doc562.xml	the			c	c
doc562.xml	morning			c	c
doc562.xml	and			c	c
doc562.xml	the	then	SX	i	i
doc562.xml	,		UP	c	c
doc562.xml	we			c	c
doc562.xml	can			c	c
doc562.xml	go			c	c
doc562.xml	to			c	c
doc562.xml	the			c	c
doc562.xml	show			c	c
doc562.xml	.			c	c

doc562.xml	Front	From	SX	i	i
doc562.xml	my			c	c
doc562.xml	point			c	c
doc562.xml	of			c	c
doc562.xml	view			c	c
doc562.xml	,			c	c
doc562.xml	we			c	c
doc562.xml	are			c	c
doc562.xml	very			c	c
doc562.xml	interested			c	c
doc562.xml	in			c	c
doc562.xml	the			c	c
doc562.xml	latest			c	c
doc562.xml	fashions			c	c
doc562.xml	like			c	c
doc562.xml	the		UD	c	c
doc562.xml	leisure			c	c
doc562.xml	,			i	c
