filename	token	correction	error_type	gold_label
doc1295.xml	.			c
				
doc563.xml	I			c
doc563.xml	am			c
doc563.xml	looking			c
doc563.xml	forward			c
doc563.xml	to			c
doc563.xml	hearing			c
doc563.xml	from			c
doc563.xml	you			c
doc563.xml	.			c
				
doc2541.xml	I			c
doc2541.xml	am			c
doc2541.xml	looking			c
doc2541.xml	forward			c
doc2541.xml	to			c
doc2541.xml	hearing			c
doc2541.xml	from			c
doc2541.xml	you			c
doc2541.xml	.			c
				
doc1295.xml	Yours			c
doc1295.xml	sincerely			c
				
doc501.xml	Yours			c
doc501.xml	sincerely			c
				
doc562.xml	Yours			c
doc562.xml	sincerely			c
				
doc814.xml	Yours			c
doc814.xml	sincerely			c
				
doc254.xml	Yours			c
doc254.xml	sincerely			c
				
doc254.xml	Yours			c
doc254.xml	sincerely			c
				
doc966.xml	Yours			c
doc966.xml	sincerely			c
				
doc198.xml	Yours			c
doc198.xml	sincerely			c
				
doc503.xml	Yours			c
doc503.xml	sincerely			c
				
doc928.xml	Yours			c
doc928.xml	sincerely			c
				
doc909.xml	Yours			c
doc909.xml	sincerely			c
				
doc501.xml	Thank			c
doc501.xml	you			c
doc501.xml	for			c
doc501.xml	your			c
doc501.xml	attention			c
doc501.xml	.			c
				
doc601.xml	I			c
doc601.xml	look			c
doc601.xml	forward			c
doc601.xml	to			c
doc601.xml	hearing			c
doc601.xml	from			c
doc601.xml	you			c
doc601.xml	.			c
				
doc992.xml	I			c
doc992.xml	look			c
doc992.xml	forward			c
doc992.xml	to			c
doc992.xml	hearing			c
doc992.xml	from			c
doc992.xml	you			c
doc992.xml	.			c
				
doc516.xml	I			c
doc516.xml	look			c
doc516.xml	forward			c
doc516.xml	to			c
doc516.xml	hearing			c
doc516.xml	from			c
doc516.xml	you			c
doc516.xml	.			c
				
doc2064.xml	I			c
doc2064.xml	look			c
doc2064.xml	forward			c
doc2064.xml	to			c
doc2064.xml	hearing			c
doc2064.xml	from			c
doc2064.xml	you			c
doc2064.xml	.			c
				
doc928.xml	I			c
doc928.xml	look			c
doc928.xml	forward			c
doc928.xml	to			c
doc928.xml	hearing			c
doc928.xml	from			c
doc928.xml	you			c
doc928.xml	.			c
				
doc1018.xml	I			c
doc1018.xml	look			c
doc1018.xml	forward			c
doc1018.xml	to			c
doc1018.xml	hearing			c
doc1018.xml	from			c
doc1018.xml	you			c
doc1018.xml	.			c
				
doc2508.xml	I			c
doc2508.xml	look			c
doc2508.xml	forward			c
doc2508.xml	to			c
doc2508.xml	hearing			c
doc2508.xml	from			c
doc2508.xml	you			c
doc2508.xml	.			c
				
doc2274.xml	I			c
doc2274.xml	look			c
doc2274.xml	forward			c
doc2274.xml	to			c
doc2274.xml	hearing			c
doc2274.xml	from			c
doc2274.xml	you			c
doc2274.xml	.			c
				
doc943.xml	I			c
doc943.xml	look			c
doc943.xml	forward			c
doc943.xml	to			c
doc943.xml	hearing			c
doc943.xml	from			c
doc943.xml	you			c
doc943.xml	.			c
				
doc2611.xml	I			c
doc2611.xml	look			c
doc2611.xml	forward			c
doc2611.xml	to			c
doc2611.xml	hearing			c
doc2611.xml	from			c
doc2611.xml	you			c
doc2611.xml	.			c
				
doc563.xml	Dear			c
doc563.xml	Principal			c
doc563.xml	,			c
doc563.xml	First			c
doc563.xml	of			c
doc563.xml	all			c
doc563.xml	,			c
doc563.xml	we			c
doc563.xml	would			c
doc563.xml	like			c
doc563.xml	to			c
doc563.xml	thank			c
doc563.xml	you			c
doc563.xml	for			c
doc563.xml	good			i
doc563.xml	programme			c
doc563.xml	which			c
doc563.xml	provides			c
doc563.xml	us			c
doc563.xml	3			i
doc563.xml	days	days'	MP	c
doc563.xml	stay			c
doc563.xml	in			c
doc563.xml	London			c
doc563.xml	.			c
				
doc563.xml	It			c
doc563.xml	contains			c
doc563.xml	a			c
doc563.xml	wide			c
doc563.xml	range			c
doc563.xml	of			c
doc563.xml	activities			c
doc563.xml	for			c
doc563.xml	example			c
doc563.xml	,			c
doc563.xml	sightseeing			c
doc563.xml	,			c
doc563.xml	river			i
doc563.xml	trip			c
doc563.xml	,			c
doc563.xml	visiting			c
doc563.xml	science			i
doc563.xml	museum			c
doc563.xml	and			c
doc563.xml	gallery			c
doc563.xml	,			c
doc563.xml	shopping			c
doc563.xml	.			c
				
doc563.xml	It			c
doc563.xml	is			c
doc563.xml	certain			c
doc563.xml	that			c
doc563.xml	the			c
doc563.xml	programme			c
doc563.xml	will			c
doc563.xml	give			c
doc563.xml	the			c
doc563.xml	students			c
doc563.xml	considerable			c
doc563.xml	enjoyment			c
doc563.xml	.			c
				
doc563.xml	However			c
doc563.xml	,			c
doc563.xml	we			c
doc563.xml	have			c
doc563.xml	found			c
doc563.xml	an			c
doc563.xml	advertisement			c
doc563.xml	for			c
doc563.xml	the			c
doc563.xml	London			c
doc563.xml	Fashion			c
doc563.xml	and			c
doc563.xml	Leisure			c
doc563.xml	show			c
doc563.xml	,			c
doc563.xml	which			c
doc563.xml	will			c
doc563.xml	be			c
doc563.xml	held			c
doc563.xml	at			c
doc563.xml	Central			c
doc563.xml	Exhibition			c
doc563.xml	Hall			c
doc563.xml	on			c
doc563.xml	14th			c
doc563.xml	of			c
doc563.xml	March			c
doc563.xml	.			c
				
doc563.xml	The			c
doc563.xml	advertisement			c
doc563.xml	says			c
doc563.xml	that			c
doc563.xml	the			c
doc563.xml	show			c
doc563.xml	is			c
doc563.xml	full			c
doc563.xml	of			c
doc563.xml	many			c
doc563.xml	interesting			c
doc563.xml	programmes			c
doc563.xml	,			c
doc563.xml	such			c
doc563.xml	as			c
doc563.xml	the			c
doc563.xml	latest			c
doc563.xml	fashions			c
doc563.xml	,			c
doc563.xml	leisure			c
doc563.xml	and			c
doc563.xml	sports			c
doc563.xml	wear			c
doc563.xml	,			c
doc563.xml	make	make-up	MP	c
doc563.xml	up	make-up	MP	c
doc563.xml	and			c
doc563.xml	hairstyles			c
doc563.xml	etc			c
doc563.xml	.			c
				
doc563.xml	Moreover			c
doc563.xml	,			c
doc563.xml	students			c
doc563.xml	are			c
doc563.xml	allowed			c
doc563.xml	to			c
doc563.xml	admit	attend	RV	i
doc563.xml	for			c
doc563.xml	free			c
doc563.xml	.			c
				
doc563.xml	All			c
doc563.xml	of			c
doc563.xml	us			c
doc563.xml	would			c
doc563.xml	like			c
doc563.xml	to			c
doc563.xml	attend			c
doc563.xml	the			c
doc563.xml	show			c
doc563.xml	because			c
doc563.xml	young			c
doc563.xml	people			c
doc563.xml	,			c
doc563.xml	particularly			c
doc563.xml	girls			c
doc563.xml	are			c
doc563.xml	interested			c
doc563.xml	in			c
doc563.xml	fashion			c
doc563.xml	and			c
doc563.xml	make	make-up	MP	c
doc563.xml	up	make-up	MP	c
doc563.xml	,			c
doc563.xml	so			c
doc563.xml	we			c
doc563.xml	are			c
doc563.xml	expecting			c
doc563.xml	the			c
doc563.xml	show			c
doc563.xml	will	to be	FV	i
doc563.xml	be	to be	FV	c
doc563.xml	the	a	RD	i
doc563.xml	great			c
doc563.xml	opportunity			c
doc563.xml	to			c
doc563.xml	see			c
doc563.xml	what			c
doc563.xml	the			c
doc563.xml	new			c
doc563.xml	trend	trends	FN	i
doc563.xml	in			c
doc563.xml	fashion			c
doc563.xml	will			c
doc563.xml	be			c
doc563.xml	like			c
doc563.xml	.			c
				
doc563.xml	It			c
doc563.xml	would			c
doc563.xml	be			c
doc563.xml	grateful	great	RJ	i
doc563.xml	if			c
doc563.xml	you			c
doc563.xml	give	gave	TV	i
doc563.xml	a			c
doc563.xml	little			c
doc563.xml	change			c
doc563.xml	in			c
doc563.xml	programme			i
doc563.xml	so			c
doc563.xml	that			c
doc563.xml	we			c
doc563.xml	are			c
doc563.xml	able			c
doc563.xml	to			c
doc563.xml	attend			c
doc563.xml	the			c
doc563.xml	show			c
doc563.xml	.			c
				
doc563.xml	It			c
doc563.xml	seems			c
doc563.xml	to			c
doc563.xml	be			c
doc563.xml	good			c
doc563.xml	to			c
doc563.xml	change			c
doc563.xml	the			c
doc563.xml	programme			c
doc563.xml	of			c
doc563.xml	14th			c
doc563.xml	into	to	RT	i
doc563.xml	the			c
doc563.xml	London			c
doc563.xml	Fashion			c
doc563.xml	and			c
doc563.xml	Leisure			c
doc563.xml	show			c
doc563.xml	,			c
doc563.xml	instead			c
doc563.xml	of			c
doc563.xml	the			c
doc563.xml	science			c
doc563.xml	museum			c
doc563.xml	and			c
doc563.xml	shopping			c
doc563.xml	.			c
				
doc563.xml	Technical			c
doc563.xml	and			c
doc563.xml	Warm			c
doc563.xml	Home			c
doc563.xml	People			c
doc563.xml	's			c
doc563.xml	way			c
doc563.xml	of			c
doc563.xml	life			c
doc563.xml	has			c
doc563.xml	considerably	been changed considerably	W	i
doc563.xml	been	been changed considerably	W	i
doc563.xml	changed	been changed considerably	W	i
doc563.xml	by			c
doc563.xml	rapdily	rapidly	S	i
doc563.xml	developing			c
doc563.xml	mordern	modern	S	i
doc563.xml	technology			c
doc563.xml	.			c
				
doc563.xml	To			c
doc563.xml	begin			c
doc563.xml	with			c
doc563.xml	,			c
doc563.xml	it			c
doc563.xml	will			c
doc563.xml	be			c
doc563.xml	good			c
doc563.xml	to			c
doc563.xml	look			c
doc563.xml	back			c
doc563.xml	on			c
doc563.xml	how			c
doc563.xml	our			c
doc563.xml	parents			c
doc563.xml	have			c
doc563.xml	lived			c
doc563.xml	in			c
doc563.xml	a			c
doc563.xml	house			c
doc563.xml	.			c
				
doc563.xml	50			c
doc563.xml	years			c
doc563.xml	ago			c
doc563.xml	,			c
doc563.xml	Korean			c
doc563.xml	mothers			c
doc563.xml	should			c
doc563.xml	have			c
doc563.xml	made			c
doc563.xml	a			c
doc563.xml	fire			c
doc563.xml	by			c
doc563.xml	burning			c
doc563.xml	woods	wood	CN	i
doc563.xml	to			c
doc563.xml	warm			c
doc563.xml	a			c
doc563.xml	room			c
doc563.xml	up			c
doc563.xml	and			c
doc563.xml	make			c
doc563.xml	food			c
doc563.xml	.			c
				
doc563.xml	Since			c
doc563.xml	the			c
doc563.xml	eletric	electric	S	i
doc563.xml	fire			c
doc563.xml	and			c
doc563.xml	microwave			c
doc563.xml	oven			c
doc563.xml	had			c
doc563.xml	been			c
doc563.xml	invented			c
doc563.xml	,			c
doc563.xml	their			c
doc563.xml	life	lives	AGN	i
doc563.xml	have			c
doc563.xml	been			c
doc563.xml	far			c
doc563.xml	easier			c
doc563.xml	than			c
doc563.xml	before			c
doc563.xml	.			c
				
doc563.xml	Today			c
doc563.xml	,			c
doc563.xml	however			c
doc563.xml	,			c
doc563.xml	people			c
doc563.xml	do			c
doc563.xml	not			c
doc563.xml	need			c
doc563.xml	to			c
doc563.xml	spend			c
doc563.xml	many	much	CQ	i
doc563.xml	times	time	FN	i
doc563.xml	on			c
doc563.xml	making			c
doc563.xml	food			c
doc563.xml	,			c
doc563.xml	washing			c
doc563.xml	up			c
doc563.xml	,			c
doc563.xml	or			c
doc563.xml	even			c
doc563.xml	on			c
doc563.xml	turning			c
doc563.xml	on	the light on and off	W	i
doc563.xml	an	and	SX	i
doc563.xml	off			i
doc563.xml	the			i
doc563.xml	light			i
doc563.xml	.			c
				
doc563.xml	Machines			c
doc563.xml	,			c
doc563.xml	such			c
doc563.xml	as			c
doc563.xml	a	the	RD	i
doc563.xml	dish	dishwasher	RP	i
doc563.xml	washer	dishwasher	RP	i
doc563.xml	,			c
doc563.xml	laundry	washing machine	DN	i
doc563.xml	machine	washing machine	DN	c
doc563.xml	and			c
doc563.xml	remote			c
doc563.xml	controller	control	RN	i
doc563.xml	help			c
doc563.xml	us			c
doc563.xml	jut	just	SX	i
doc563.xml	to			c
doc563.xml	relax			c
doc563.xml	or			c
doc563.xml	do			c
doc563.xml	a			c
doc563.xml	little			c
doc563.xml	work	necessary work	W	i
doc563.xml	necessary	necessary work	W	i
doc563.xml	.			c
				
doc563.xml	From	In my opinion	ID	i
doc563.xml	my	In my opinion	ID	i
doc563.xml	point	In my opinion	ID	i
doc563.xml	of	In my opinion	ID	i
doc563.xml	view	In my opinion	ID	i
doc563.xml	,			c
doc563.xml	people			c
doc563.xml	's			c
doc563.xml	home	homes	FN	i
doc563.xml	in			c
doc563.xml	the			c
doc563.xml	future			c
doc563.xml	will			c
doc563.xml	be			c
doc563.xml	controlled			c
doc563.xml	by			c
doc563.xml	a			c
doc563.xml	computer			c
doc563.xml	which			c
doc563.xml	is			c
doc563.xml	devised	built	RV	i
doc563.xml	in	into	RT	i
doc563.xml	every			c
doc563.xml	machine			c
doc563.xml	,			c
doc563.xml	TV			c
doc563.xml	,			c
doc563.xml	cooker			c
doc563.xml	and			c
doc563.xml	the			c
doc563.xml	light			c
doc563.xml	,			c
doc563.xml	connecting	connected	TV	i
doc563.xml	to			c
doc563.xml	the			c
doc563.xml	owner			c
doc563.xml	.			c
				
doc563.xml	He			c
doc563.xml	/			c
doc563.xml	she			c
doc563.xml	can			c
doc563.xml	just			c
doc563.xml	press			c
doc563.xml	the			c
doc563.xml	button			c
doc563.xml	or			c
doc563.xml	send			c
doc563.xml	e			c
doc563.xml	-			c
doc563.xml	mail			c
doc563.xml	to			c
doc563.xml	operate			c
doc563.xml	what			c
doc563.xml	he			c
doc563.xml	/			c
doc563.xml	she			c
doc563.xml	needs			c
doc563.xml	,			c
doc563.xml	even			c
doc563.xml	though			c
doc563.xml	the			c
doc563.xml	owner			c
doc563.xml	is			c
doc563.xml	far			c
doc563.xml	from			c
doc563.xml	the			c
doc563.xml	house			c
doc563.xml	.			c
				
doc563.xml	On			c
doc563.xml	the			c
doc563.xml	other			c
doc563.xml	hand			c
doc563.xml	,			c
doc563.xml	people			c
doc563.xml	will			c
doc563.xml	still			c
doc563.xml	be			c
doc563.xml	living			c
doc563.xml	in			c
doc563.xml	a			c
doc563.xml	building			c
doc563.xml	which			c
doc563.xml	is			c
doc563.xml	constructed			c
doc563.xml	for			c
doc563.xml	a			c
doc563.xml	""""			c
doc563.xml	family			c
doc563.xml	""""			c
doc563.xml	.			c
				
doc563.xml	In			c
doc563.xml	spite			c
doc563.xml	of			c
doc563.xml	the			c
doc563.xml	computer			c
doc563.xml	,			c
doc563.xml	children			c
doc563.xml	will			c
doc563.xml	need			c
doc563.xml	food			c
doc563.xml	their			c
doc563.xml	mothers			c
doc563.xml	make			c
doc563.xml	and			c
doc563.xml	love			c
doc563.xml	expressed			c
doc563.xml	not			c
doc563.xml	by			c
doc563.xml	a			c
doc563.xml	computer			c
doc563.xml	,			c
doc563.xml	but			c
doc563.xml	by			c
doc563.xml	parents			c
doc563.xml	themselves			c
doc563.xml	.			c
				
doc563.xml	Computer	A computer	MD	i
doc563.xml	might			c
doc563.xml	know			c
doc563.xml	better	more	RY	i
doc563.xml	than			c
doc563.xml	human			i
doc563.xml	,			c
doc563.xml	but			c
doc563.xml	there			c
doc563.xml	are			c
doc563.xml	many			c
doc563.xml	things			c
doc563.xml	which			c
doc563.xml	it			c
doc563.xml	can	cannot	RP	c
doc563.xml	not	cannot	RP	c
doc563.xml	replace			c
doc563.xml	in			c
doc563.xml	our			c
doc563.xml	life			c
doc563.xml	.			c
				
doc992.xml	Yours			c
doc992.xml	sincerely			c
doc992.xml	,			c
				
doc1358.xml	Yours			c
doc1358.xml	sincerely			c
doc1358.xml	,			c
				
doc1559.xml	Yours			c
doc1559.xml	sincerely			c
doc1559.xml	,			c
				
doc2672.xml	Yours			c
doc2672.xml	sincerely			c
doc2672.xml	,			c
				
doc516.xml	Yours			c
doc516.xml	sincerely			c
doc516.xml	,			c
				
doc258.xml	Yours			c
doc258.xml	sincerely			c
doc258.xml	,			c
				
doc1850.xml	Yours			c
doc1850.xml	sincerely			c
doc1850.xml	,			c
				
doc2680.xml	Yours			c
doc2680.xml	sincerely			c
doc2680.xml	,			c
				
doc2064.xml	Yours			c
doc2064.xml	sincerely			c
doc2064.xml	,			c
				
doc539.xml	Yours			c
doc539.xml	sincerely			c
doc539.xml	,			c
				
doc547.xml	Yours			c
doc547.xml	sincerely			c
doc547.xml	,			c
				
doc1002.xml	Yours			c
doc1002.xml	sincerely			c
doc1002.xml	,			c
				
doc912.xml	Yours			c
doc912.xml	sincerely			c
doc912.xml	,			c
				
doc889.xml	Yours			c
doc889.xml	sincerely			c
doc889.xml	,			c
				
doc1727.xml	Yours			c
doc1727.xml	sincerely			c
doc1727.xml	,			c
				
doc944.xml	Yours			c
doc944.xml	sincerely			c
doc944.xml	,			c
				
doc1357.xml	Thank			c
doc1357.xml	you			c
doc1357.xml	.			c
				
doc1357.xml	It			c
doc1357.xml	was			c
doc1357.xml	dangerous			c
doc1357.xml	,			c
doc1357.xml	but			c
doc1357.xml	I			c
doc1357.xml	knew			c
doc1357.xml	I			c
doc1357.xml	had			c
doc1357.xml	to			c
doc1357.xml	do			c
doc1357.xml	it			c
doc1357.xml	.			c
				
doc562.xml	Firstly			c
doc562.xml	,			c
doc562.xml	I			c
doc562.xml	'm			c
doc562.xml	writing			c
doc562.xml	to			c
doc562.xml	thank			c
doc562.xml	you			c
doc562.xml	the			i
doc562.xml	great			c
doc562.xml	opportunity			c
doc562.xml	you			c
doc562.xml	give	are giving	TV	i
doc562.xml	us			c
doc562.xml	,			c
doc562.xml	especially			c
doc562.xml	in			c
doc562.xml	planing	planning	IV	i
doc562.xml	all			c
doc562.xml	this			c
doc562.xml	programme			c
doc562.xml	in			c
doc562.xml	a	such 	W	i
doc562.xml	such	such 	W	i
doc562.xml	acurate	accurate	S	i
doc562.xml	way			c
doc562.xml	.			c
				
doc562.xml	I			c
doc562.xml	think			c
doc562.xml	that			c
doc562.xml	this			c
doc562.xml	programme			c
doc562.xml	has	is	RV	i
doc562.xml	a		UD	c
doc562.xml	good	well	DY	i
doc562.xml	organisation	organised	DJ	i
doc562.xml	,			c
doc562.xml	as			c
doc562.xml	you			c
doc562.xml	know			c
doc562.xml	,			c
doc562.xml	due	because	R	i
doc562.xml	to	because	R	i
doc562.xml	we			c
doc562.xml	have			c
doc562.xml	enough			c
doc562.xml	time			c
doc562.xml	to			c
doc562.xml	visit			c
doc562.xml	plenty			c
doc562.xml	of			c
doc562.xml	local			c
doc562.xml	interest			c
doc562.xml	points			c
doc562.xml	.			c
				
doc562.xml	But			c
doc562.xml	,		UP	c
doc562.xml	I			c
doc562.xml	was			c
doc562.xml	wondering			c
doc562.xml	,			c
doc562.xml	like	as	RT	i
doc562.xml	a			c
doc562.xml	student			c
doc562.xml	of			c
doc562.xml	this			c
doc562.xml	college			c
doc562.xml	,			c
doc562.xml	if			c
doc562.xml	we			c
doc562.xml	would	could	RV	i
doc562.xml	change			c
doc562.xml	part			c
doc562.xml	of			c
doc562.xml	this			c
doc562.xml	programme			c
doc562.xml	...			c
doc562.xml	we			c
doc562.xml	'd			c
doc562.xml	like			c
doc562.xml	to			c
doc562.xml	go			c
doc562.xml	to			c
doc562.xml	the			c
doc562.xml	London			c
doc562.xml	Fashion			c
doc562.xml	and			c
doc562.xml	Leisure			c
doc562.xml	Show			c
doc562.xml	.			c
				
doc562.xml	It			c
doc562.xml	takes			c
doc562.xml	place			c
doc562.xml	on			c
doc562.xml	Tuesday			c
doc562.xml	14th			c
doc562.xml	and			c
doc562.xml	begins			c
doc562.xml	at			c
doc562.xml	ten			c
doc562.xml	o'clock			c
doc562.xml	.			c
				
doc562.xml	In			c
doc562.xml	this			c
doc562.xml	way			c
doc562.xml	,			c
doc562.xml	we			c
doc562.xml	can			c
doc562.xml	go			c
doc562.xml	to			c
doc562.xml	visit			c
doc562.xml	the			c
doc562.xml	Science			c
doc562.xml	Museum			c
doc562.xml	earlier			c
doc562.xml	in			c
doc562.xml	the			c
doc562.xml	morning			c
doc562.xml	and			c
doc562.xml	the	then	SX	i
doc562.xml	,		UP	c
doc562.xml	we			c
doc562.xml	can			c
doc562.xml	go			c
doc562.xml	to			c
doc562.xml	the			c
doc562.xml	show			c
doc562.xml	.			c
				
doc562.xml	Front	From	SX	i
doc562.xml	my			c
doc562.xml	point			c
doc562.xml	of			c
doc562.xml	view			c
doc562.xml	,			c
doc562.xml	we			c
doc562.xml	are			c
doc562.xml	very			c
doc562.xml	interested			c
doc562.xml	in			c
doc562.xml	the			c
doc562.xml	latest			c
doc562.xml	fashions			c
doc562.xml	like			c
doc562.xml	the		UD	c
doc562.xml	leisure			c
doc562.xml	,			i
doc562.xml	sports	sportswear	RP	i
doc562.xml	wear	sportswear	RP	i
doc562.xml	,			c
doc562.xml	make	make-up	MP	c
doc562.xml	up	make-up	MP	c
doc562.xml	,			c
doc562.xml	hairstyles			c
doc562.xml	,			c
doc562.xml	you			c
doc562.xml	know			c
doc562.xml	...			c
doc562.xml	I			c
doc562.xml	strongly			c
doc562.xml	believe			c
doc562.xml	that			c
doc562.xml	we			c
doc562.xml	will			c
doc562.xml	be			c
doc562.xml	at	in the best city and at the right time	W	i
doc562.xml	the	in the best city and at the right time	W	i
doc562.xml	right	in the best city and at the right time	W	i
doc562.xml	time	in the best city and at the right time	W	i
doc562.xml	and	in the best city and at the right time	W	i
doc562.xml	best			i
doc562.xml	city			i
doc562.xml	to			c
doc562.xml	appreciate			c
doc562.xml	it			c
doc562.xml	.			c
				
doc562.xml	Please			c
doc562.xml	let			c
doc562.xml	me			c
doc562.xml	know			c
doc562.xml	if			c
doc562.xml	you			c
doc562.xml	are		UV	c
doc562.xml	agree			c
doc562.xml	with			c
doc562.xml	us			c
doc562.xml	!			c
				
doc562.xml	Oh			c
doc562.xml	I			c
doc562.xml	forgot			c
doc562.xml	about			c
doc562.xml	it	something	RA	i
doc562.xml	!			c
				
doc562.xml	Besides	Also	RY	i
doc562.xml	,			c
doc562.xml	this			c
doc562.xml	show			c
doc562.xml	is			c
doc562.xml	gree	free	S	i
doc562.xml	(			c
doc562.xml	another			c
doc562.xml	positiu	positive	S	i
doc562.xml	point			c
doc562.xml	)			c
doc562.xml	.			c
				
doc562.xml	Looking			c
doc562.xml	forward			c
doc562.xml	to			c
doc562.xml	hearing			c
doc562.xml	from			c
doc562.xml	you			c
doc562.xml	.			c
				
doc160.xml	Looking			c
doc160.xml	forward			c
doc160.xml	to			c
doc160.xml	hearing			c
doc160.xml	from			c
doc160.xml	you			c
doc160.xml	.			c
				
doc562.xml	FANCY			c
doc562.xml	GETTING			c
doc562.xml	TO			c
doc562.xml	KNOW			c
doc562.xml	THE			c
doc562.xml	FUTURE			c
doc562.xml	?			c
				
doc562.xml	Do			c
doc562.xml	you			c
doc562.xml	think			c
doc562.xml	you			c
doc562.xml	've			c
doc562.xml	the			i
doc562.xml	future			c
doc562.xml	in			c
doc562.xml	your			c
doc562.xml	hands			c
doc562.xml	?			c
				
doc562.xml	Do			c
doc562.xml	you			c
doc562.xml	think			c
doc562.xml	we			c
doc562.xml	're			c
doc562.xml	living			c
doc562.xml	like			c
doc562.xml	old	olden	RJ	i
doc562.xml	times			c
doc562.xml	?			c
				
doc562.xml	Would			c
doc562.xml	you			c
doc562.xml	like			c
doc562.xml	living	to live	FV	i
doc562.xml	in			c
doc562.xml	a			c
doc562.xml	modern			c
doc562.xml	way			c
doc562.xml	?			c
				
doc562.xml	What			c
doc562.xml	do			c
doc562.xml	you			c
doc562.xml	expect			c
doc562.xml	about	in	RT	i
doc562.xml	the			c
doc562.xml	future			c
doc562.xml	?			c
				
doc562.xml	Can			c
doc562.xml	you			c
doc562.xml	compare			c
doc562.xml	it			c
doc562.xml	...			c
doc562.xml	?			c
				
doc562.xml	Are			c
doc562.xml	you			c
doc562.xml	afraid			c
doc562.xml	?			c
				
doc562.xml	In	Therefore	RY	i
doc562.xml	this	Therefore	RY	i
doc562.xml	way	Therefore	RY	i
doc562.xml	,			c
doc562.xml	you			c
doc562.xml	have			c
doc562.xml	to			c
doc562.xml	be			c
doc562.xml	calm			c
doc562.xml	because			c
doc562.xml	as			c
doc562.xml	you			c
doc562.xml	know			c
doc562.xml	the		UD	c
doc562.xml	things			c
doc562.xml	are			c
doc562.xml	developing			c
doc562.xml	in			i
